"facility_id","country","year","ruralurban","publicprivate","m0s0q0","facility_level","transport_central_a","transport_central_hr","transport_central_mn","hours_opt_mn","num_outpatient","has_inpatient","num_inpatient","beds_total","has_births","has_maternity_a","has_maternity_b","has_antibiotics","has_ocytocics","has_anticonvuls","has_placenta","has_poc","has_delivery","has_resusc","has_bloodtrans","has_csection","num_births","transfers_csection","power_a","power_b","power_d","power_c","power_e","power_f","power_g","power_h","power_i","water_a","water_b","water_c","water_d","water_e","water_f","water_g","toilet_opt_a","toilet_opt_d","toilet_opt_e","toilet_ipt_a","toilet_ipt_d","toilet_ipt_e","toilet_disabled","handwashing","sharps_a","sharps_b","sharps_c","sharps_d","sharps_e","sharps_f","sharps_g","sharps_h","sharps_i","sharps_j","sharps_k","sharps_l","sharps_m","sharps_n","sharps_inspected","waste_a","waste_b","waste_c","waste_d","waste_e","waste_f","waste_g","waste_h","waste_i","waste_j","waste_k","waste_l","waste_m","waste_n","incinerator_works","incinerator_power","waste_inspected","waste_guidelines","waste_training","phone_a","phone_b","facmobile_a","facmobile_b","indmobile1_a","indmobile2_a","indmobile2_b","faccomputer_a","faccomputer_b","indcomputer_a","indcomputer_b","radio_a","radio_b","internet_a","internet_b","ambulance_a","ambulance_b","ambulance_c","ambulance_d","ambulance_e","ambulance_f","ambulance_g","ambulance_h","ambulance_i","adultscale_a","adultscale_b","adultscale_c","adultscale_d","thermometer_a","thermometer_b","thermometer_c","thermometer_d","childscale_a","childscale_b","childscale_c","childscale_d","stethoscope_a","stethoscope_b","stethoscope_c","stethoscope_d","infantscale_a","infantscale_b","infantscale_c","infantscale_d","sphgmeter_a","sphgmeter_b","sphgmeter_c","sphgmeter_d","bagmask_a","bagmask_b","bagmask_c","bagmask_d","airway_a","airway_b","airway_c","airway_d","autoclave_a","autoclave_b","autoclave_c","steamer_a","steamer_b","steamer_c","dryheat_a","dryheat_b","dryheat_c","nonelectric_a","nonelectric_b","nonelectric_c","incinerator_a","incinerator_b","incinerator_c","amoxicillin1_a","amoxicillin1_b","ceftriaxone_a","ceftriaxone_b","ciproflox_a","ciproflox_b","diclofenac_a","diclofenac_b","atenolol_a","atenolol_b","captopril_a","captopril_b","simvastatin_a","simvastatin_b","glibenclam_a","glibenclam_b","hypoglycemic_a","hypoglycemic_b","insulin_a","insulin_b","salbutamol_a","salbutamol_b","omeprazole_a","omeprazole_b","diazepam1a_a","diazepam1a_b","amitriptyline_a","amitriptyline_b","rifampicin_a","rifampicin_b","isoniazid_a","isoniazid_b","pyrazinam_a","pyrazinam_b","ethambutol_a","ethambutol_b","oxytocin_a","oxytocin_b","calgluc_a","calgluc_b","magsulf_a","magsulf_b","nacl_a","nacl_b","misoprostol_a","misoprostol_b","ampicillin_a","ampicillin_b","gentamycin_a","gentamycin_b","metronidazole_a","metronidazole_b","azithromycin_a","azithromycin_b","cefixime_a","cefixime_b","benzathine_a","benzathine_b","methasone_a","methasone_b","nifedipine2_a","nifedipine2_b","contraceptive_a","contraceptive_b","depo_a","depo_b","irona_a","irona_b","ironfolic_a","ironfolic_b","folic_a","folic_b","fansidar_a","fansidar_b","paracetamol3_a","paracetamol3_b","morphine_a","morphine_b","amoxicillin3_a","amoxicillin3_b","cotrimoxazole3_a","cotrimoxazole3_b","benzylpenicillin_a","benzylpenicillin_b","ors_a","ors_b","vitamina_a","vitamina_b","zinctabs_a","zinctabs_b","act_a","act_b","artesunate_a","artesunate_b","albendazole_a","albendazole_b","mebendazole_a","mebendazole_b","treat_guidelines","treat_observed","has_gloves","has_mcondoms","has_fcondoms","rdt_a","hivtest_a","glucometer_a","tbtest_a","has_bednet","has_tapemeasure","has_length","does_vaccines","vaccine_store1","has_fridge","fridge_temp","fridge_tempmon","fridge_power","measles_vac","polio_vac","dpt_vac","pentavalent_vac","pneumococ_vac","bcg_vac","hepb_vac","tetanus_vac","has_dispsyringe","has_vaccarrier","has_autosyringe","has_icepacks","has_sharps","vaccine_store2","final_wt","ipw","abs_prob","abs_wt","vign_prob","vign_wt","has_weights","has_facility"
"34","TANZANIA",2014,1,1,1,3,1,2,0,0,2,0,,,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,,,,,,,,,3,1,24,0,7,0,0,4,2,0,1,,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,,,1,2,0,0,,0,,0,2,2,0,,0,,0,,0,,0,0,0,0,1,0,0,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,0,,,,0,,,0,,,0,,,2,2,,,,,1,1,4,,4,,4,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,1,1,5,,4,,4,,5,,5,,4,,5,,1,1,5,,4,,5,,5,,1,1,4,,1,1,1,1,1,1,1,1,1,1,5,,1,1,4,,1,1,4,,1,1,1,1,1,1,5,,4,,4,,0,,1,0,0,1,1,0,0,1,1,0,1,1,3,5.55555534362793,2,5,1,1,1,1,2,1,2,1,2,2,2,2,2,0,41.2869033813477,41.2869033813477,1,41.2869033813477,0.666666686534882,61.9303550720215,1,1
"340","TANZANIA",2014,2,1,1,2,1,0,20,0,2,1,2,1,1,1,1,1,1,1,1,1,0,1,0,0,2,1,2,0,,,,1,1,1,1,3,1,24,0,0,0,30,4,2,1,10,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,,,1,2,0,2,2,0,,0,0,,0,,0,,0,,0,,1,0,0,0,0,0,0,1,1,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,0,,,0,,,2,2,,,,,1,1,1,1,1,1,1,1,5,,5,,5,,5,,5,,5,,1,1,4,,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5,,1,1,5,,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,21.6666660308838,2,5,1,1,1,1,1,1,5,1,2,2,2,2,2,,6.97930812835693,6.97930812835693,0.400000005960464,17.4482707977295,0.5,13.9586162567139,1,1
"341","TANZANIA",2014,2,2,1,2,1,0,10,0,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0,,,,3,1,1,1,2,1,24,0,0,0,7,6,1,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,,,3,2,0,2,2,0,,0,0,,2,2,0,,0,,0,,0,1,0,0,0,0,0,1,1,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,0,,,0,,,0,,,,,,1,1,1,1,1,1,1,1,1,1,5,,5,,1,1,5,,5,,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,,1,1,1,1,4,,1,1,1,1,1,1,1,1,5,,4,,5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,20.5555553436279,2,5,1,1,1,1,1,1,5,1,2,2,2,2,2,,14.0606279373169,14.0606279373169,0.20833332836628,67.4910202026367,0.28571429848671,49.2121925354004,1,1
"342","TANZANIA",2014,3,1,1,1,1,0,15,0,5,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,0,2,1,8,0,4,3,1,1,1,5,0,,,,0,2,9,2,0,9,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,1,1,1,2,2,0,,0,0,,2,1,0,,0,,0,,1,0,0,0,0,0,0,1,3,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,2,2,,0,,,0,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,,1,1,1,1,4,,1,1,1,1,1,1,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,20,2,5,1,1,1,1,1,1,5,1,2,2,2,2,2,,24.824031829834,24.824031829834,0.192307695746422,129.0849609375,0.0592247098684311,419.14990234375,1,1
"343","TANZANIA",2014,2,5,1,3,1,0,20,0,2,0,,,0,,,,,,,,,,,,,0,2,0,,,,1,1,1,1,4,0,,,,0,5,10,2,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,,,3,2,1,2,2,0,,0,0,,2,0,0,,0,,0,,0,0,1,0,0,0,0,1,1,2,2,,,2,2,,,2,2,,,2,2,,,0,,,,2,2,,,0,,,,0,,,,0,,,0,,,0,,,2,2,,,,,1,1,1,1,1,1,1,1,5,,5,,5,,5,,5,,5,,1,2,4,,1,1,5,,5,,5,,5,,5,,5,,5,,5,,4,,5,,1,1,1,1,1,1,1,1,1,1,5,,5,,5,,5,,5,,1,1,1,1,1,1,4,,1,1,5,,1,1,1,1,1,1,1,1,5,,1,1,1,1,5,,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,3.51496410369873,3.51496410369873,1,3.51496410369873,0.333333343267441,10.5448923110962,1,1
"344","TANZANIA",2014,2,1,1,3,1,1,0,0,2,0,,,0,,,,,,,,,,,,,0,2,0,,,,1,1,1,1,3,0,,,,0,5,9,2,1,1,,,,,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,2,1,0,1,1,1,1,2,1,0,,0,,0,2,2,2,2,0,,0,,0,,0,1,0,0,0,0,0,1,1,2,2,,,2,2,,,2,2,,,2,2,,,2,1,,,2,2,,,1,1,,,1,1,,,0,,,0,,,0,,,0,,,,,,1,1,1,1,1,1,1,1,6,,5,,6,,6,,6,,6,,4,,4,,1,1,5,,1,1,1,1,1,1,1,1,1,1,5,,6,,1,1,4,,4,,5,,1,1,5,,6,,1,1,4,,5,,1,1,1,1,5,,1,1,1,1,1,1,1,1,5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,3,21.1111106872559,2,5,1,1,1,1,1,1,2,1,2,2,2,2,1,0,3.53011751174927,3.53011751174927,1,3.53011751174927,0.5,7.06023502349854,1,1
"346","TANZANIA",2014,2,5,1,3,1,0,30,0,2,0,,,0,,,,,,,,,,,,,0,2,0,,,,1,1,1,1,2,0,,,,0,10,2,,,10,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,2,1,0,1,1,1,1,1,0,0,,0,,0,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,,,2,2,,,2,2,,,1,1,,,2,2,,,1,1,,,2,2,,,1,1,,,1,1,,,2,2,,1,1,,1,1,,1,1,,,,,1,1,5,,1,1,1,1,5,,5,,5,,5,,5,,5,,1,1,5,,1,1,4,,6,,6,,6,,6,,6,,5,,6,,1,1,6,,1,1,1,1,1,1,1,1,5,,1,1,5,,5,,5,,5,,4,,5,,1,1,4,,1,1,5,,1,1,1,1,5,,1,1,5,,1,1,1,1,4,,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,8.86352729797363,8.86352729797363,0.666666686534882,13.2952909469604,0.333333343267441,26.5905818939209,1,1
"347","TANZANIA",2014,2,1,1,3,1,0,20,0,2,0,,,0,,,,,,,,,,,,,,1,,,,,,,,,2,0,,,,0,10,9,3,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,1,0,0,0,0,2,1,,0,,,,0,0,0,,0,,0,2,2,0,,0,,0,,0,,0,0,0,0,0,1,0,,,2,2,,,2,2,,,2,2,,,2,2,,,0,,,,2,2,,,0,,,,0,,,,0,,,0,,,0,,,2,,,,,,1,1,5,,4,,4,,6,,6,,6,,6,,6,,6,,1,1,4,,1,1,4,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,1,2,4,,5,,1,1,5,,5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,,1,1,1,1,1,,1,1,0,1,1,1,0,1,1,1,1,1,3,20,2,5,1,1,1,1,1,1,5,1,2,2,2,2,2,,8.86352729797363,8.86352729797363,1,8.86352729797363,1,8.86352729797363,1,1
"348","TANZANIA",2014,2,3,1,3,1,0,15,0,2,0,,,0,,,,,,,,,,,,,0,2,0,,,,1,1,1,1,2,1,24,0,0,0,30,9,2,1,1,,,,,0,1,0,0,0,1,0,0,0,0,0,1,0,1,3,0,1,0,0,0,1,0,0,0,0,2,1,0,1,1,1,3,2,0,2,0,0,,2,2,2,0,,0,,0,,0,,0,0,0,0,0,1,0,,,2,2,,,2,2,,,2,2,,,2,2,,,0,,,,2,2,,,0,,,,0,,,,0,,,0,,,0,,,2,1,,,,,1,1,1,1,1,1,1,1,4,,1,1,5,,1,1,5,,5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,,5,,5,,1,1,5,,1,1,1,1,1,1,5,,5,,1,1,1,2,1,1,1,1,1,1,5,,1,1,1,1,1,1,1,1,6,,1,1,1,1,1,1,1,1,1,1,5,,1,1,5,,1,1,1,1,0,,1,1,0,1,1,1,0,1,1,1,1,1,3,19.4444446563721,2,5,1,1,1,1,1,1,5,1,2,2,2,2,2,,8.86352729797363,8.86352729797363,1,8.86352729797363,1,8.86352729797363,1,1
"349","TANZANIA",2014,1,5,1,3,1,1,30,0,1,0,,,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,,,,,,,,,9,0,,,,0,2,4,2,0,4,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,2,0,0,0,,,1,0,0,0,,0,,2,0,,0,,0,,0,,0,,0,0,0,0,0,1,0,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,0,,,,0,,,0,,,0,,,2,2,,,,,1,1,4,,1,1,1,1,5,,5,,5,,5,,5,,5,,5,,5,,1,1,5,,5,,5,,5,,5,,1,1,5,,5,,1,1,5,,1,2,5,,1,2,5,,5,,1,1,1,2,5,,5,,5,,1,1,5,,1,1,1,1,5,,5,,5,,1,1,1,1,1,1,1,1,5,,1,1,5,,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,3,14.4444446563721,2,5,4,1,1,1,1,1,5,1,2,2,2,2,2,,6.34110069274902,6.34110069274902,1,6.34110069274902,0.5,12.682201385498,1,1
"35","TANZANIA",2014,3,1,1,3,1,6,0,0,4,0,,,1,1,1,1,1,1,1,1,0,1,0,0,2,0,1,,,,,,,,,1,,,,,1,30,6,2,1,1,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,2,0,0,0,1,1,1,2,0,0,,2,2,0,0,,0,,0,,0,,0,,0,0,0,0,0,1,0,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,0,,,0,,,0,,,2,2,,,,,1,1,1,1,1,1,4,,5,,5,,6,,6,,6,,6,,5,,5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,,1,1,1,1,4,,5,,5,,5,,6,,6,,4,,6,,5,,1,1,4,,1,1,5,,1,1,1,1,4,,6,,4,,4,,1,1,4,,1,1,1,1,1,1,6,,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,3,5,2,5,1,1,1,1,1,1,1,1,2,2,0,2,2,1,31.3964710235596,31.3964710235596,1,31.3964710235596,1,31.3964710235596,1,1
"350","TANZANIA",2014,2,1,1,3,1,0,40,30,2,0,,,0,,,,,,,,,,,,,0,1,,,,,,,,,3,0,,,,0,30,4,2,1,1,,,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,2,1,0,1,1,1,1,2,0,0,,0,,0,1,0,0,,0,,0,,0,,0,0,0,1,0,0,0,1,1,2,0,,,2,2,,,2,2,,,2,2,,,0,,,,2,2,,,0,,,,0,,,,0,,,0,,,0,,,0,,,,,,1,1,1,1,4,,1,1,6,,5,,5,,5,,5,,5,,5,,5,,5,,5,,1,1,1,1,1,1,1,1,5,,5,,4,,1,1,5,,5,,4,,5,,5,,5,,1,1,5,,5,,1,1,1,1,1,1,1,1,1,1,4,,1,1,5,,1,1,1,1,1,1,1,1,1,1,4,,1,1,5,,4,,4,,1,0,1,1,0,1,1,0,0,0,1,0,1,1,3,21.1111106872559,0,5,1,1,1,1,1,1,2,1,1,2,2,2,1,,10.7509803771973,10.7509803771973,1,10.7509803771973,1,10.7509803771973,1,1
"352","TANZANIA",2014,3,1,1,3,1,0,30,0,1,0,,,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,,,,,,,,,3,0,,,,0,0,4,3,0,1,,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,,,1,2,1,0,,0,,0,2,2,0,,0,,0,,0,,0,0,0,0,0,1,0,,,2,2,,,2,2,,,0,,,,2,2,,,0,,,,0,,,,2,2,,,0,,,,0,,,0,,,0,,,2,2,,,,,4,,1,1,1,1,5,,6,,6,,4,,6,,6,,6,,4,,5,,4,,5,,6,,6,,6,,6,,1,1,5,,1,1,1,1,5,,5,,1,1,5,,5,,5,,1,1,5,,6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,,4,,1,1,1,1,1,1,1,1,5,,1,1,5,,4,,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,3,21.6666660308838,2,5,1,1,1,1,1,1,5,1,2,2,2,2,2,0,14.7613258361816,14.7613258361816,1,14.7613258361816,0.5,29.5226516723633,1,1
"353","TANZANIA",2014,1,1,0,3,2,2,0,0,1,0,,,1,1,1,0,1,0,0,0,0,0,0,0,1,1,5,0,,,,1,1,1,1,4,0,,,,0,0,4,3,0,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,,,3,0,0,0,,0,,0,2,2,0,,0,,0,,0,,0,0,0,0,0,1,0,,,2,2,,,0,,,,0,,,,2,2,,,0,,,,2,2,,,0,,,,0,,,,0,,,0,,,0,,,0,,,,,,1,1,4,,5,,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,5,,5,,5,,5,,1,1,4,,4,,1,1,4,,4,,4,,4,,4,,4,,4,,4,,4,,1,1,1,1,1,1,1,1,1,1,1,1,4,,4,,4,,1,1,4,,1,1,1,1,4,,1,1,4,,4,,1,1,0,,1,1,0,0,1,0,0,1,1,0,1,1,3,30,2,5,1,1,1,1,1,1,2,1,2,2,0,2,2,0,26.3987503051758,26.3987503051758,1,26.3987503051758,0.5,52.7975006103516,1,1
"354","TANZANIA",2014,1,1,1,2,2,3,0,0,2,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,,,,,,,,,4,0,,,,0,0,4,3,0,1,,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,,,1,0,0,0,,0,,0,2,2,0,,0,,0,,0,,0,0,0,0,0,1,0,,,2,2,,,2,2,,,2,2,,,2,2,,,0,,,,2,2,,,2,2,,,2,2,,,0,,,0,,,0,,,2,2,,,,,1,1,4,,1,1,1,1,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,1,1,1,1,1,1,1,1,1,1,4,,1,1,1,1,4,,1,1,1,1,1,1,4,,4,,1,1,4,,4,,1,1,1,1,1,1,4,,1,1,4,,1,1,4,,1,1,1,1,1,1,1,1,1,1,4,,1,1,4,,4,,1,1,0,,1,0,0,1,1,1,0,1,1,0,1,1,3,26.1111106872559,2,5,1,1,1,1,1,1,1,1,2,2,2,2,2,0,8.85639667510986,8.85639667510986,1,8.85639667510986,0.142857149243355,61.9947738647461,1,1
"355","TANZANIA",2014,1,1,1,3,3,4,0,0,3,0,,,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,,,,,,,,,9,0,,,,1,0,6,3,1,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,,,1,0,0,0,,0,,0,2,2,0,,0,,0,,0,,0,1,0,0,0,1,0,0,1,2,2,,,0,,,,0,,,,2,2,,,0,,,,2,2,,,0,,,,0,,,,0,,,0,,,0,,,2,2,,,,,1,1,1,1,1,1,4,,6,,6,,6,,6,,6,,6,,5,,5,,4,,5,,6,,6,,6,,6,,1,1,5,,5,,1,1,5,,1,1,1,1,5,,5,,5,,4,,5,,6,,1,1,1,1,5,,1,1,1,1,1,1,1,1,5,,4,,4,,4,,1,1,4,,5,,1,1,5,,5,,1,1,1,,1,1,0,1,1,0,0,0,0,0,1,1,3,23.3333339691162,2,5,4,1,1,1,1,1,1,1,2,2,0,2,2,0,19.2229690551758,19.2229690551758,1,19.2229690551758,1,19.2229690551758,1,1
"356","TANZANIA",2014,1,1,1,3,1,2,0,0,1,0,,,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,,,,,,,,,9,0,,,,0,0,4,3,1,1,,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,1,0,0,,,1,0,0,0,,0,,0,2,2,0,,0,,0,,0,,0,0,0,0,0,1,0,,,0,,,,0,,,,0,,,,2,2,,,0,,,,2,2,,,0,,,,0,,,,0,,,0,,,0,,,2,2,,,,,1,1,1,1,1,1,1,1,6,,6,,4,,6,,6,,6,,4,,4,,1,1,6,,6,,6,,6,,6,,1,1,4,,1,1,4,,4,,4,,1,1,1,1,4,,4,,1,1,4,,4,,4,,1,1,1,1,1,1,1,1,1,1,1,1,4,,1,1,1,1,4,,1,1,1,1,4,,1,1,4,,1,1,1,1,0,,1,1,0,1,1,0,0,0,1,0,1,1,3,21.6666660308838,0,5,1,1,1,1,1,1,4,1,2,2,2,2,2,0,20.0026111602783,20.0026111602783,1,20.0026111602783,0.5,40.0052223205566,1,1
"357","TANZANIA",2014,1,1,1,2,2,1,30,0,3,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,5,0,,,,1,1,1,1,9,0,,,,0,0,4,3,1,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,,,3,0,0,0,,0,,0,2,2,0,,0,,0,,0,,0,1,0,1,1,1,0,0,1,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,0,,,,0,,,,0,,,0,,,0,,,0,,,,,,4,,1,1,1,1,4,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,1,1,1,1,1,1,1,1,1,1,5,,5,,1,1,5,,5,,5,,5,,5,,5,,4,,5,,5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,,4,,4,,4,,4,,5,,5,,1,1,5,,4,,4,,1,1,1,1,0,1,1,0,1,0,1,0,1,1,3,2.77777767181396,2,5,1,1,1,1,1,1,1,1,2,2,2,2,2,0,4.47904539108276,4.47904539108276,1,4.47904539108276,0.25,17.9161815643311,1,1
"358","TANZANIA",2014,1,1,1,3,2,2,0,0,1,0,,,0,,,,,,,,,,,,,0,1,,,,,,,,,1,,,,,1,6,2,,,2,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,,,1,0,0,0,,0,,0,2,2,0,,0,,0,,0,,0,0,0,0,0,1,0,,,2,2,,,0,,,,2,2,,,2,2,,,0,,,,2,2,,,0,,,,0,,,,0,,,0,,,0,,,0,,,,,,4,,1,1,4,,5,,6,,6,,6,,6,,6,,6,,6,,5,,1,2,5,,6,,6,,6,,6,,1,1,5,,5,,5,,6,,4,,5,,5,,4,,6,,1,1,5,,6,,1,1,1,1,5,,1,1,1,1,1,1,1,1,5,,4,,1,1,4,,4,,4,,5,,1,1,5,,4,,4,,0,,1,0,0,1,1,0,0,0,0,0,1,1,3,12.222222328186,2,5,1,1,1,1,1,1,1,1,2,2,0,2,2,0,9.19414520263672,9.19414520263672,1,9.19414520263672,0.5,18.3882904052734,1,1
"359","TANZANIA",2014,1,1,1,3,2,0,45,0,2,0,,,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,,,,,,,,,9,0,,,,0,0,4,2,0,1,,,,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,2,1,0,0,,,1,1,0,0,,0,,0,2,2,0,,0,,0,,0,,0,0,0,0,0,1,0,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,0,,,,0,,,,0,,,0,,,0,,,2,2,,,,,4,,1,1,1,1,1,1,6,,6,,4,,6,,6,,6,,4,,4,,4,,4,,6,,6,,6,,6,,4,,4,,4,,4,,4,,4,,4,,1,1,4,,5,,4,,4,,4,,2,1,1,1,4,,4,,1,1,4,,1,1,4,,1,1,4,,4,,4,,4,,4,,1,1,4,,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,3,21.6666660308838,2,5,1,1,1,1,1,1,4,1,2,2,2,2,2,0,9.21992778778076,9.21992778778076,1,9.21992778778076,0.5,18.4398555755615,1,1
"36","TANZANIA",2014,1,1,1,2,1,5,0,0,4,0,,,1,1,1,1,1,0,1,1,0,1,0,0,1,1,2,0,,,,5,2,1,1,2,0,,,,0,0,6,3,0,1,,,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,,,1,2,0,0,,2,2,0,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,0,,,0,,,0,,,2,2,,,,,1,1,1,1,1,1,1,1,5,,5,,5,,5,,5,,5,,1,1,5,,4,,4,,1,1,1,1,1,1,1,1,1,1,5,,1,1,4,,1,1,5,,1,1,1,1,4,,5,,1,1,5,,5,,1,1,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,,1,1,5,,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,3,3.88888883590698,2,5,1,1,1,1,1,1,1,1,2,2,2,2,2,0,5.39151954650879,5.39151954650879,1,5.39151954650879,0.333333343267441,16.1745586395264,1,1
