"facility_id","country","year","ruralurban","publicprivate","m0s0q0","facility_level","transport_central_a","transport_central_hr","transport_central_mn","hours_opt_mn","num_outpatient","has_inpatient","num_inpatient","beds_total","has_births","has_maternity_a","has_maternity_b","has_antibiotics","has_ocytocics","has_anticonvuls","has_placenta","has_poc","has_delivery","has_resusc","has_bloodtrans","has_csection","num_births","transfers_csection","power_a","power_b","power_d","power_c","power_e","power_f","power_g","power_h","power_i","water_a","water_b","water_c","water_d","water_e","water_f","water_g","toilet_opt_a","toilet_opt_d","toilet_opt_e","toilet_ipt_a","toilet_ipt_d","toilet_ipt_e","toilet_disabled","handwashing","sharps_a","sharps_b","sharps_c","sharps_d","sharps_e","sharps_f","sharps_g","sharps_h","sharps_i","sharps_j","sharps_k","sharps_l","sharps_m","sharps_n","sharps_inspected","waste_a","waste_b","waste_c","waste_d","waste_e","waste_f","waste_g","waste_h","waste_i","waste_j","waste_k","waste_l","waste_m","waste_n","incinerator_works","incinerator_power","waste_inspected","waste_guidelines","waste_training","phone_a","phone_b","facmobile_a","facmobile_b","indmobile1_a","indmobile2_a","indmobile2_b","faccomputer_a","faccomputer_b","indcomputer_a","indcomputer_b","radio_a","radio_b","internet_a","internet_b","ambulance_a","ambulance_b","ambulance_c","ambulance_d","ambulance_e","ambulance_f","ambulance_g","ambulance_h","ambulance_i","adultscale_a","adultscale_b","adultscale_c","adultscale_d","thermometer_a","thermometer_b","thermometer_c","thermometer_d","childscale_a","childscale_b","childscale_c","childscale_d","stethoscope_a","stethoscope_b","stethoscope_c","stethoscope_d","infantscale_a","infantscale_b","infantscale_c","infantscale_d","sphgmeter_a","sphgmeter_b","sphgmeter_c","sphgmeter_d","bagmask_a","bagmask_b","bagmask_c","bagmask_d","airway_a","airway_b","airway_c","airway_d","autoclave_a","autoclave_b","autoclave_c","steamer_a","steamer_b","steamer_c","dryheat_a","dryheat_b","dryheat_c","nonelectric_a","nonelectric_b","nonelectric_c","incinerator_a","incinerator_b","incinerator_c","amoxicillin1_a","amoxicillin1_b","ceftriaxone_a","ceftriaxone_b","ciproflox_a","ciproflox_b","diclofenac_a","diclofenac_b","atenolol_a","atenolol_b","captopril_a","captopril_b","simvastatin_a","simvastatin_b","glibenclam_a","glibenclam_b","hypoglycemic_a","hypoglycemic_b","insulin_a","insulin_b","salbutamol_a","salbutamol_b","omeprazole_a","omeprazole_b","diazepam1a_a","diazepam1a_b","amitriptyline_a","amitriptyline_b","rifampicin_a","rifampicin_b","isoniazid_a","isoniazid_b","pyrazinam_a","pyrazinam_b","ethambutol_a","ethambutol_b","oxytocin_a","oxytocin_b","calgluc_a","calgluc_b","magsulf_a","magsulf_b","nacl_a","nacl_b","misoprostol_a","misoprostol_b","ampicillin_a","ampicillin_b","gentamycin_a","gentamycin_b","metronidazole_a","metronidazole_b","azithromycin_a","azithromycin_b","cefixime_a","cefixime_b","benzathine_a","benzathine_b","methasone_a","methasone_b","nifedipine2_a","nifedipine2_b","contraceptive_a","contraceptive_b","depo_a","depo_b","irona_a","irona_b","ironfolic_a","ironfolic_b","folic_a","folic_b","fansidar_a","fansidar_b","paracetamol3_a","paracetamol3_b","morphine_a","morphine_b","amoxicillin3_a","amoxicillin3_b","cotrimoxazole3_a","cotrimoxazole3_b","benzylpenicillin_a","benzylpenicillin_b","ors_a","ors_b","vitamina_a","vitamina_b","zinctabs_a","zinctabs_b","act_a","act_b","artesunate_a","artesunate_b","albendazole_a","albendazole_b","mebendazole_a","mebendazole_b","treat_guidelines","treat_observed","has_gloves","has_mcondoms","has_fcondoms","rdt_a","hivtest_a","glucometer_a","tbtest_a","has_bednet","has_tapemeasure","has_length","does_vaccines","vaccine_store1","has_fridge","fridge_temp","fridge_tempmon","fridge_power","measles_vac","polio_vac","dpt_vac","pentavalent_vac","pneumococ_vac","bcg_vac","hepb_vac","tetanus_vac","has_dispsyringe","has_vaccarrier","has_autosyringe","has_icepacks","has_sharps","vaccine_store2","final_wt","ipw","abs_prob","abs_wt","vign_prob","vign_wt","has_weights","has_facility"
"20","TANZANIA",2014,2,1,1,2,1,1,0,0,3,1,2,1,1,0,1,1,1,1,1,1,0,1,0,0,2,1,2,1,98,55,14,1,1,1,1,4,0,,,,0,5,10,2,0,10,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,2,0,0,0,,,2,2,0,0,,2,0,0,2,2,0,,0,,0,,0,,1,0,0,0,0,0,0,1,1,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,2,2,,0,,,0,,,,,,1,1,1,1,1,1,1,1,5,,4,,5,,5,,1,1,5,,4,,5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,,5,,5,,5,,5,,1,1,4,,1,1,5,,1,1,5,,5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,,4,,1,1,4,,1,1,1,1,1,1,1,1,5,,1,1,4,,1,1,0,1,0,1,1,0,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,1,4.94193363189697,4.94193363189697,1,4.94193363189697,1,4.94193363189697,1,1
"200","TANZANIA",2014,2,5,1,,1,0,45,0,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,,,,,,,,,2,1,0,30,2,0,3,10,2,1,10,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,1,2,1,2,2,0,,0,2,2,2,2,0,,0,,2,2,1,0,0,0,0,0,0,1,3,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,0,,,2,2,,2,2,,0,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,3,24.4444446563721,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,0,6.30693626403809,6.30693626403809,0.142857149243355,44.148551940918,0.0879909917712212,71.6770629882813,1,1
"201","TANZANIA",2014,2,5,1,3,1,0,30,0,3,0,,,0,,,,,,,,,,,,,0,2,0,,,,3,3,3,3,3,0,,,,0,0,9,1,1,10,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,2,0,0,0,,,4,0,0,2,2,2,2,2,2,2,2,2,2,2,0,,2,2,0,0,0,0,0,1,0,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,0,,,0,,,2,2,,0,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,5,,1,1,4,,1,1,1,1,1,1,1,1,1,1,5,,5,,5,,5,,4,,5,,4,,5,,4,,1,1,1,1,5,,1,1,5,,1,1,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,1,1,0,1,1,1,0,1,1,1,1,1,3,15,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,0,6.82011127471924,6.82011127471924,1,6.82011127471924,0.5,13.6402225494385,1,1
"204","TANZANIA",2014,3,1,1,3,1,0,30,0,5,0,,,1,1,1,1,1,1,0,1,1,1,0,0,2,1,2,1,0,0,4,,,1,,5,0,,,,0,0,10,2,1,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,1,1,0,1,2,0,2,2,2,2,2,2,2,2,2,2,2,0,,0,0,0,1,1,0,0,1,1,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,0,,,0,,,0,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,5,,1,1,1,1,5,,1,1,1,1,1,1,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,,1,1,1,1,1,1,5,,1,1,5,,1,1,4,,1,1,1,1,1,1,1,1,1,1,1,1,6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,3,13.8888893127441,2,5,1,1,4,1,1,1,5,1,0,2,0,2,2,0,4.34202527999878,4.34202527999878,0.270270258188248,16.0654945373535,0.333333343267441,13.0260753631592,1,1
"205","TANZANIA",2014,2,5,0,3,1,1,0,0,3,0,,,0,,,,,,,,,,,,,0,2,1,9,0,5,1,1,1,1,4,0,,,,0,0,4,2,0,1,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,2,0,0,0,,,2,0,0,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,2,2,,,2,2,,,0,,,,2,2,,,0,,,,2,2,,,0,,,,0,,,,0,,,0,,,2,2,,2,2,,,,,1,1,1,1,1,1,1,1,5,,5,,5,,5,,5,,5,,5,,4,,4,,4,,4,,5,,5,,5,,5,,1,1,5,,1,1,5,,4,,1,1,1,1,1,1,4,,4,,1,1,5,,5,,5,,1,1,1,1,4,,1,1,1,1,5,,1,1,1,1,1,1,1,1,5,,1,1,1,1,4,,1,1,4,,,,1,0,0,1,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,6.07789516448975,6.07789516448975,1,6.07789516448975,1,6.07789516448975,1,1
"206","TANZANIA",2014,2,5,1,3,1,0,30,0,2,0,,,0,,,,,,,,,,,,,0,2,1,4,0,5,1,1,1,1,3,1,0,40,3,0,0,4,2,0,1,,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,2,0,0,0,,,2,0,0,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,0,,,,2,2,,,0,,,,2,2,,,0,,,,2,2,,,0,,,,0,,,,0,,,0,,,0,,,2,2,,,,,1,1,1,1,1,1,1,1,5,,5,,5,,5,,5,,5,,5,,1,1,4,,1,1,5,,5,,5,,5,,5,,1,1,5,,1,1,5,,1,1,1,1,1,1,4,,1,1,4,,4,,5,,5,,5,,1,1,1,1,1,1,1,1,1,1,5,,1,1,1,1,1,1,1,1,5,,1,1,1,1,4,,1,1,1,1,0,,1,1,0,1,1,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,7.90656900405884,7.90656900405884,1,7.90656900405884,0.5,15.8131380081177,1,1
"207","TANZANIA",2014,2,5,1,2,1,0,5,0,3,1,1,1,0,,,,,,,,,,,,,0,2,1,3,0,0,3,1,1,1,4,0,,,,0,0,10,2,0,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,2,0,0,0,,,1,0,0,2,2,0,,0,0,,2,2,0,,0,,2,2,0,0,0,0,0,1,0,,,2,2,,,2,2,,,0,,,,2,2,,,0,,,,2,2,,,0,,,,0,,,,0,,,2,2,,0,,,0,,,,,,1,1,1,1,1,1,1,1,1,1,4,,5,,1,1,1,1,4,,1,1,1,1,1,1,4,,5,,5,,5,,5,,5,,4,,5,,1,1,5,,5,,1,1,1,1,1,1,1,1,5,,5,,1,1,5,,5,,5,,5,,1,1,4,,1,1,4,,1,1,1,1,5,,1,1,1,1,4,,1,1,1,1,1,1,1,1,0,,1,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,6.59092044830322,6.59092044830322,0.714285731315613,9.22728824615479,0.25,26.3636817932129,1,1
"208","TANZANIA",2014,2,3,1,3,1,0,30,0,1,0,,,1,1,1,1,1,0,0,0,0,1,0,0,2,1,2,1,6,0,4,3,1,1,1,5,0,,,,0,0,7,2,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,1,1,0,1,2,2,0,,0,2,2,2,2,0,,0,,0,,1,0,0,0,0,1,0,1,1,2,2,,,2,2,,,2,2,,,2,2,,,0,,,,2,2,,,2,2,,,2,2,,,0,,,0,,,2,2,,0,,,,,,1,1,1,1,1,1,1,1,4,,1,1,1,1,1,1,1,1,6,,1,2,1,1,1,1,4,,1,1,1,1,1,1,1,1,1,1,5,,1,1,1,1,4,,1,2,1,1,1,1,1,1,5,,1,1,5,,4,,5,,1,1,5,,1,1,1,1,1,1,1,1,6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,1,0,0,1,1,1,1,0,1,1,1,1,3,13.3333330154419,0,1,1,1,5,4,4,1,5,1,2,2,2,2,2,0,7.05357789993286,7.05357789993286,0.454545468091965,15.5178718566895,0.666666686534882,10.5803670883179,1,1
"209","TANZANIA",2014,3,3,1,3,1,0,30,0,3,0,,,0,,,,,,,,,,,,,0,2,1,24,0,0,2,1,3,1,2,0,,,,0,0,9,2,1,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,2,1,0,0,,,1,2,0,0,,2,2,0,0,,2,2,0,,2,2,2,2,0,0,0,0,0,0,0,,,2,2,,,2,2,,,2,2,,,2,2,,,0,,,,2,2,,,0,,,,0,,,,2,2,,2,2,,2,2,,0,,,,,,1,1,1,1,1,1,1,1,1,1,5,,5,,1,1,5,,5,,1,1,1,1,1,1,5,,5,,5,,5,,5,,1,1,5,,1,1,5,,5,,1,1,1,1,1,1,1,1,5,,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,3,5.55555534362793,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,0,2.27778172492981,2.27778172492981,1,2.27778172492981,0.333333343267441,6.83334541320801,1,1
"21","TANZANIA",2014,1,1,1,3,1,1,30,0,2,0,,,1,1,1,0,1,1,1,1,0,1,0,0,1,0,2,1,48,0,0,1,1,1,1,3,1,24,0,0,0,0,3,2,0,1,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,,,1,2,0,0,,2,2,0,0,,2,2,0,,0,,0,,0,1,0,0,0,0,0,0,1,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,0,,,,2,2,,,0,,,0,,,0,,,2,2,,,,,4,,1,1,1,1,1,1,4,,5,,5,,5,,5,,6,,4,,4,,1,1,4,,1,1,1,1,1,1,1,1,4,,5,,5,,5,,4,,1,1,1,1,5,,4,,5,,4,,5,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,,1,1,4,,1,1,1,1,0,0,1,0,0,0,1,0,1,1,3,3.88888883590698,2,5,1,1,1,1,1,1,5,1,2,2,2,2,2,0,10.2294960021973,10.2294960021973,1,10.2294960021973,1,10.2294960021973,1,1
"210","TANZANIA",2014,3,1,1,3,1,1,0,0,5,0,,,0,,,,,,,,,,,,,0,2,1,12,0,10,2,1,1,1,4,0,,,,0,0,10,2,0,1,,,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,,,1,2,0,0,,0,,0,2,2,0,,0,,0,,0,,0,0,0,0,0,0,0,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,1,1,,,0,,,2,2,,2,2,,0,,,,,,1,1,1,1,1,1,1,1,5,,5,,5,,5,,5,,5,,1,2,5,,1,1,5,,1,1,1,1,1,1,1,1,1,1,5,,5,,5,,5,,5,,5,,1,2,5,,5,,1,1,5,,5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,,1,1,1,1,1,1,1,1,5,,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,3,4.44444465637207,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,0,2.27778172492981,2.27778172492981,1,2.27778172492981,0.5,4.55556344985962,1,1
"211","TANZANIA",2014,2,1,1,2,1,1,0,0,5,1,2,1,1,1,1,1,1,1,1,1,0,1,0,0,2,1,2,0,,,,1,1,1,1,2,0,,,,0,10,10,2,1,10,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,,,1,2,0,0,,2,2,0,0,,2,2,0,,0,,2,2,1,0,0,0,0,0,0,1,1,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,0,,,1,1,,2,2,,,,,1,1,1,1,1,1,1,1,5,,5,,6,,6,,5,,5,,5,,4,,1,1,5,,1,1,1,1,1,1,1,1,1,1,5,,1,1,1,1,1,1,1,1,1,1,1,1,5,,5,,1,1,1,1,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,3.88888883590698,2,1,1,1,1,1,1,1,1,1,2,2,0,2,2,0,2.10043978691101,2.10043978691101,0.142857149243355,14.7030773162842,0.0879909917712212,23.8710765838623,1,1
"212","TANZANIA",2014,2,1,1,2,1,0,45,0,5,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,2,0,,,,3,1,1,1,2,0,,,,0,0,9,2,1,1,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,,,1,0,0,2,2,2,2,0,0,,2,2,0,,0,,0,,1,0,0,0,0,0,0,1,1,2,2,,,2,2,,,2,2,,,2,2,,,0,,,,2,2,,,0,,,,0,,,,0,,,0,,,0,,,0,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,,1,1,5,,4,,1,1,4,,1,1,5,,5,,5,,5,,4,,4,,4,,1,1,1,1,4,,1,1,1,1,4,,1,1,4,,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,,1,1,1,1,1,1,4,,1,1,1,1,1,1,5,,1,1,1,1,0,,1,1,0,1,1,1,0,0,1,1,1,1,3,23.3333339691162,2,5,1,1,5,1,1,1,5,1,2,2,2,2,2,0,2.10043978691101,2.10043978691101,0.222222223877907,9.45197868347168,0.357142865657806,5.8812313079834,1,1
"213","TANZANIA",2014,1,1,1,3,1,3,0,0,3,0,,,1,0,0,1,1,1,1,1,0,1,0,0,2,1,5,0,,,,1,1,1,1,5,0,,,,0,5,4,2,0,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,,,3,2,1,0,,2,2,0,0,,0,,0,,0,,0,,0,1,0,0,0,0,0,1,1,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,0,,,0,,,0,,,2,2,,,,,1,1,1,1,1,1,1,1,1,1,5,,5,,5,,5,,5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,3,23.8888893127441,2,5,1,1,1,1,1,1,5,1,2,2,2,2,2,0,7.08277177810669,7.08277177810669,1,7.08277177810669,1,7.08277177810669,1,1
"214","TANZANIA",2014,2,1,0,2,1,1,0,0,1,0,,,0,,,,,,,,,,,,,0,2,0,,,,3,1,1,1,5,0,,,,0,0,9,1,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,0,0,2,2,0,,2,2,2,2,2,2,2,0,,0,,0,0,0,0,0,1,0,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,0,,,2,2,,0,,,0,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,5,,1,1,1,1,1,1,1,1,1,1,1,1,4,,1,1,1,1,1,1,1,1,1,1,5,,4,,5,,5,,5,,1,1,5,,4,,5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,15,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,0,1.22275066375732,1.22275066375732,,,,,1,1
"215","TANZANIA",2014,3,1,1,3,1,0,30,0,5,0,,,0,,,,,,,,,,,,,0,2,1,1,0,0,1,,,,5,0,,,,0,2,10,2,1,1,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,,,2,1,0,0,,0,,0,2,2,0,,0,,0,,0,,0,0,0,0,1,1,0,,,2,2,,,2,2,,,2,2,,,2,2,,,0,,,,2,2,,,0,,,,0,,,,2,2,,0,,,0,,,0,,,,,,1,1,1,1,1,1,1,1,5,,5,,5,,5,,5,,6,,5,,5,,1,1,4,,5,,5,,5,,5,,6,,5,,6,,1,1,6,,4,,4,,5,,5,,5,,1,1,5,,5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,3,6.66666650772095,2,1,1,1,1,1,1,1,5,1,2,2,0,2,2,0,1.08921349048615,1.08921349048615,0.454545468091965,2.39626979827881,0.375,2.90456938743591,1,1
"217","TANZANIA",2014,2,5,1,2,1,0,10,0,3,1,2,0,0,,,,,,,,,,,,,0,2,1,24,0,0,3,1,1,1,2,0,,,,0,0,4,2,1,1,,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,,,1,0,0,0,,0,,0,2,2,0,,0,,0,,0,,0,0,0,0,0,1,0,,,2,2,,,0,,,,2,2,,,2,2,,,0,,,,2,2,,,0,,,,0,,,,2,2,,0,,,0,,,0,,,,,,1,1,1,1,1,1,1,1,4,,1,1,4,,1,1,1,1,5,,1,2,4,,1,2,4,,5,,5,,5,,5,,1,1,4,,5,,1,1,5,,1,1,1,1,1,1,4,,4,,1,1,4,,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,,1,1,1,1,1,1,4,,1,1,4,,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,0,0,1,0,1,1,3,23.3333339691162,0,1,1,1,1,1,1,1,5,1,2,2,2,2,2,0,1.22932410240173,1.22932410240173,0.30303031206131,4.05676937103271,0.300000011920929,4.09774684906006,1,1
"218","TANZANIA",2014,2,1,1,3,1,1,0,0,1,0,,,0,,,,,,,,,,,,,0,2,0,,,,1,1,1,1,5,0,,,,0,3,9,1,1,1,,,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2,1,0,1,1,1,1,1,1,0,,0,,2,0,,0,,0,,0,,0,,0,1,0,0,0,0,0,1,1,2,2,,,2,2,,,2,2,,,2,2,,,0,,,,2,2,,,0,,,,0,,,,0,,,0,,,0,,,2,2,,,,,1,1,1,1,1,1,1,1,1,1,1,1,5,,1,1,1,1,4,,5,,4,,1,1,5,,5,,5,,5,,5,,5,,5,,5,,1,1,5,,4,,4,,5,,5,,4,,1,1,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,,1,1,1,1,1,1,1,1,1,1,4,,1,1,5,,4,,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,3,21.1111106872559,2,1,1,1,1,1,1,1,5,1,2,2,2,2,2,,5.2422924041748,5.2422924041748,0.909090936183929,5.76652193069458,0.200000002980232,26.211462020874,1,1
"219","TANZANIA",2014,2,5,1,3,1,2,0,0,4,0,,,0,,,,,,,,,,,,,0,2,1,72,0,0,5,1,1,1,2,0,,,,0,0,9,2,1,1,,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,,,1,2,0,2,2,0,,0,2,2,0,,0,,0,,0,,0,0,0,0,0,1,0,,,2,2,,,2,2,,,2,2,,,2,2,,,0,,,,2,2,,,0,,,,0,,,,0,,,0,,,0,,,2,2,,,,,1,1,1,1,1,1,4,,5,,5,,5,,5,,5,,5,,5,,1,1,1,1,5,,5,,5,,5,,5,,5,,5,,5,,1,1,5,,5,,1,1,5,,5,,1,1,4,,5,,1,1,1,1,4,,4,,1,1,4,,1,1,1,1,6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,1,1,0,0,0,1,0,0,1,0,1,1,3,23.3333339691162,2,1,1,1,5,1,1,1,5,1,2,2,2,2,2,0,6.26635885238647,6.26635885238647,1,6.26635885238647,1,6.26635885238647,1,1
"22","TANZANIA",2014,2,1,1,1,5,0,0,0,4,1,2,2,1,1,1,1,1,1,1,1,0,1,1,1,2,0,2,1,8,0,3,2,1,3,1,4,1,96,0,4,0,0,10,2,1,10,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,,,1,2,1,2,0,2,2,2,2,2,0,,2,2,0,,2,2,0,0,0,0,0,0,0,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,2,2,,2,2,,0,,,,,,4,,1,1,1,1,1,1,4,,1,1,4,,4,,1,1,1,1,1,1,1,1,1,1,4,,1,1,1,1,1,1,1,1,1,1,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,,1,1,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5.55555534362793,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,0,3.34503173828125,3.34503173828125,0.0833333358168602,40.140380859375,0.102656163275242,32.5848121643066,1,1
"220","TANZANIA",2014,3,3,1,3,1,0,15,0,2,0,,,0,,,,,,,,,,,,,0,2,1,4,0,1,1,,,,2,1,8,0,2,0,3,10,1,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,0,0,0,,2,2,0,2,2,2,2,0,,0,,0,,0,0,0,0,1,1,0,,,2,2,,,2,2,,,2,2,,,2,2,,,0,,,,2,2,,,0,,,,0,,,,2,2,,0,,,0,,,2,2,,,,,1,1,1,1,1,1,1,1,1,1,1,1,5,,1,1,1,1,5,,1,2,1,1,1,1,5,,5,,5,,5,,5,,5,,5,,5,,1,1,5,,4,,1,1,5,,1,1,5,,1,1,5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,,1,1,1,1,1,1,1,1,1,1,4,,1,1,4,,1,1,1,1,0,,1,1,1,0,1,1,0,1,1,0,1,1,3,5,2,1,1,1,1,1,1,5,5,1,2,2,2,2,2,1,9.17610836029053,9.17610836029053,0.909090936183929,10.0937194824219,1,9.17610836029053,1,1
